pathway_id	pathway_name	category
PWY0-1591	glycerol-3-phosphate to hydrogen peroxide electron transport	Energy-Metabolism
PWY0-1597	prenylated FMNH2 biosynthesis	Biosynthesis
PWY0-1599	periplasmic disulfide bond formation	Macromolecule-Modification
PWY0-1600	periplasmic disulfide bond reduction	Macromolecule-Modification
PWY0-1601	cadaverine biosynthesis	Biosynthesis
PWY0-1601	cadaverine biosynthesis	Detoxification
PWY0-1602	D-gulosides conversion to D-glucosides	Degradation
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	Super-Pathways
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	Biosynthesis
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	Super-Pathways
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	Biosynthesis
PWY0-301	L-ascorbate degradation I (bacterial, anaerobic)	Degradation
PWY0-321	phenylacetate degradation I (aerobic)	Degradation
PWY0-381	glycerol and glycerophosphodiester degradation	Degradation
PWY0-381	glycerol and glycerophosphodiester degradation	Super-Pathways
PWY0-41	allantoin degradation IV (anaerobic)	Degradation
PWY0-41	allantoin degradation IV (anaerobic)	Super-Pathways
PWY0-42	2-methylcitrate cycle I	Degradation
PWY0-43	conversion of succinate to propanoate	Degradation
PWY0-44	D-allose degradation	Degradation
PWY0-461	L-lysine degradation I	Degradation
PWY0-501	lipoate biosynthesis and incorporation I	Biosynthesis
PWY0-501-1	lipoate biosynthesis and incorporation V (mammals)	Biosynthesis
PWY0-521	fructoselysine and psicoselysine degradation	Degradation
PWY0-522	lipoate salvage I	Biosynthesis
PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	Biosynthesis
PWY0-662	PRPP biosynthesis	Biosynthesis
PWY0-781	aspartate superpathway	Super-Pathways
PWY0-823	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	Degradation
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	Super-Pathways
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	Biosynthesis
PWY0-862	(5Z)-dodecenoate biosynthesis I	Biosynthesis
PWY0-881	superpathway of fatty acid biosynthesis I (E. coli)	Super-Pathways
PWY0-881	superpathway of fatty acid biosynthesis I (E. coli)	Biosynthesis
PWY0-901	L-selenocysteine biosynthesis I (bacteria)	Biosynthesis
PWY0-981	taurine degradation IV	Degradation
PWY1-2	L-alanine degradation IV	Degradation
PWY1-3	polyhydroxybutanoate biosynthesis	Biosynthesis
PWY185E-1	mycobactin biosynthesis	Biosynthesis
PWY18C3-1	cholesterol biosynthesis (plants, early side-chain reductase)	Biosynthesis
PWY18C3-10	triacylsucrose biosynthesis (Solanum)	Metabolic-Clusters
PWY18C3-10	triacylsucrose biosynthesis (Solanum)	Biosynthesis
PWY18C3-11	tetraacylsucrose biosynthesis (Solanum)	Metabolic-Clusters
PWY18C3-11	tetraacylsucrose biosynthesis (Solanum)	Biosynthesis
PWY18C3-12	superpathway of acylsucrose biosynthesis (cultivated tomato)	Super-Pathways
PWY18C3-12	superpathway of acylsucrose biosynthesis (cultivated tomato)	Biosynthesis
PWY18C3-13	cis-abienol biosynthesis	Biosynthesis
PWY18C3-14	superpathway of glandular trichomes produced diterpenoids (tobacco)	Super-Pathways
PWY18C3-14	superpathway of glandular trichomes produced diterpenoids (tobacco)	Biosynthesis
PWY18C3-15	acylsucrose biosynthesis (Solanum pennellii)	Biosynthesis
PWY18C3-16	acylsucrose biosynthesis (Solanum habrochaites)	Biosynthesis
PWY18C3-17	superpathway of acylsucrose biosynthesis (wild tomato)	Super-Pathways
PWY18C3-17	superpathway of acylsucrose biosynthesis (wild tomato)	Biosynthesis
PWY18C3-18	labdenediol and sclareol biosynthesis	Biosynthesis
PWY18C3-2	solasodine and soladulcidine biosynthesis	Biosynthesis
PWY18C3-20	gentisate 5-O-&beta;-D-xylopyranoside biosynthesis	Biosynthesis
PWY18C3-21	phenylpropanoid volatiles glycoconjugation (tomato)	Metabolic-Clusters
PWY18C3-21	phenylpropanoid volatiles glycoconjugation (tomato)	Biosynthesis
PWY18C3-22	methylsalicylate biosynthesis	Biosynthesis
PWY18C3-23	guaiacol biosynthesis	Biosynthesis
PWY18C3-24	methylsalicylate degradation	Metabolic-Clusters
PWY18C3-24	methylsalicylate degradation	Degradation
PWY18C3-25	superpathway of methylsalicylate metabolism	Super-Pathways
PWY18C3-25	superpathway of methylsalicylate metabolism	Biosynthesis
PWY18C3-3	&alpha;-tomatine biosynthesis	Biosynthesis
PWY18C3-4	solasodine glycosylation	Biosynthesis
PWY18C3-5	&alpha;-tomatine degradation	Degradation
PWY18C3-6	superpathway of glycoalkaloid metabolism (Solanaceae)	Super-Pathways
PWY18C3-6	superpathway of glycoalkaloid metabolism (Solanaceae)	Biosynthesis
PWY18C3-7	cembratrienediol biosynthesis	Biosynthesis
PWY18C3-8	monoacylsucrose biosynthesis (Solanum)	Biosynthesis
PWY18C3-9	diacylsucrose biosynthesis (Solanum)	Biosynthesis
PWY18HP-2	decaprenoxanthin diglucoside biosynthesis	Biosynthesis
PWY1A0-6120	streptorubin B biosynthesis	Biosynthesis
PWY1A0-6325	actinorhodin biosynthesis	Biosynthesis
PWY1F-353	glycine betaine biosynthesis III (plants)	Biosynthesis
PWY1F-467	phenylpropanoid biosynthesis, initial reactions	Biosynthesis
PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	Biosynthesis
PWY1F-FLAVSYN	flavonoid biosynthesis	Biosynthesis
PWY1G-0	mycothiol biosynthesis	Biosynthesis
PWY1G-1	mycothiol-mediated detoxification	Detoxification
PWY1G-126	mycothiol oxidation	Biosynthesis
PWY1G-170	formaldehyde oxidation III (mycothiol-dependent)	Degradation
PWY1G01-4	glutarate degradation	Degradation
PWY1QP9-2	fructosyllysine and glucosyllysine metabolism	Degradation
PWY1R65-1	lipid A-core biosynthesis (Salmonella)	Biosynthesis
PWY1YI0-1	arsenate detoxification V	Detoxification
PWY1YI0-2	succinate to chytochrome c oxidase via cytochrome c6	Energy-Metabolism
PWY1YI0-3	succinate to cytochrome c oxidase via plastocyanin	Energy-Metabolism
PWY1YI0-7	protective electron sinks in the thylakoid membrane (PSII to PTOX)	Energy-Metabolism
PWY1YI0-8	succinate to plastoquinol oxidase	Energy-Metabolism
PWY1ZNC-1	assimilatory sulfate reduction IV	Degradation
PWY2B4Q-2	GDP-N-formyl-&alpha;-D-perosamine biosynthesis	Biosynthesis
PWY2B4Q-3	Brucella abortus O antigen biosynthesis	Biosynthesis
PWY2B4Q-4	lipid IVA biosynthesis (2,3-diamino-2,3-dideoxy-D-glucopyranose-containing)	Biosynthesis
PWY2B4Q-6	Kdo transfer to lipid IVA (Brucella)	Biosynthesis
PWY2B4Q-7	(Kdo)2-lipid A biosynthesis I (Brucella)	Biosynthesis
PWY2B4Q-8	lipid A-core biosynthesis (Brucella)	Biosynthesis
PWY2B4Q-9	Brucella abortus lipopolysaccharide biosynthesis (final steps)	Glycan-Pathways
PWY2DNV-1	Kdo transfer to lipid IVA (H. pylori)	Biosynthesis
PWY2DNV-11	tetrahydrofolate biosynthesis II	Biosynthesis
PWY2DNV-2	(Kdo)2-lipid A biosynthesis (H. pylori)	Biosynthesis
PWY2DNV-3	(Kdo)2-lipid A modification (H. pylori)	Biosynthesis
PWY2DNV-4	lipid A-core biosynthesis (H. pylori)	Biosynthesis
PWY2DNV-5	H. pylori 26695 O-antigen biosynthesis	Biosynthesis
PWY2G6Z-2	lipid IVA biosynthesis (Vibrio cholerae serogroup O1 El Tor)	Biosynthesis
PWY2G6Z-4	lipid A modification (glycine addition, Vibrio cholerae)	Biosynthesis
PWY2OL-4	superpathway of linalool biosynthesis	Super-Pathways
PWY2OL-4	superpathway of linalool biosynthesis	Biosynthesis
PWY3DJ-11281	sphingomyelin metabolism	Biosynthesis
PWY3DJ-11470	sphingosine and sphingosine-1-phosphate metabolism	Degradation
PWY3DJ-12	ceramide de novo biosynthesis	Biosynthesis
PWY3DJ-35471	L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	Biosynthesis
PWY3O-1743	D-mannose degradation II	Degradation
PWY3O-1801	palmitoleate biosynthesis IV (fungi and animals)	Biosynthesis
PWY3O-19	ubiquinol-6 biosynthesis (late decarboxylation)	Biosynthesis
PWY3O-246	(R,R)-butanediol degradation	Degradation
PWY3O-355	stearate biosynthesis III (fungi)	Biosynthesis
PWY3O-4106	NAD salvage pathway IV (from nicotinamide riboside)	Biosynthesis
PWY3O-4107	NAD salvage pathway V (PNC V cycle)	Biosynthesis
PWY3O-4108	L-tyrosine degradation III	Degradation
PWY3O-440	pyruvate fermentation to acetoin III	Energy-Metabolism
PWY3O-450	phosphatidylcholine biosynthesis I	Biosynthesis
PWY3O-6	dehydro-D-arabinono-1,4-lactone biosynthesis	Biosynthesis
PWY490-3	nitrate reduction VI (assimilatory)	Degradation
PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	Biosynthesis
PWY4FS-11	L-ascorbate biosynthesis II (plants, L-gulose pathway)	Biosynthesis
PWY4FS-12	VTC2 cycle	Degradation
PWY4FS-13	extended VTC2 cycle	Degradation
PWY4FS-17	abscisic acid biosynthesis shunt	Biosynthesis
PWY4FS-2	phosphatidylcholine biosynthesis II	Biosynthesis
PWY4FS-3	phosphatidylcholine biosynthesis III	Biosynthesis
PWY4FS-4	phosphatidylcholine biosynthesis IV	Biosynthesis
PWY4FS-5	superpathway of phosphatidylcholine biosynthesis	Super-Pathways
PWY4FS-6	phosphatidylethanolamine biosynthesis II	Biosynthesis
PWY4FS-7	phosphatidylglycerol biosynthesis I	Super-Pathways
PWY4FS-7	phosphatidylglycerol biosynthesis I	Biosynthesis
PWY4FS-8	phosphatidylglycerol biosynthesis II	Super-Pathways
PWY4FS-8	phosphatidylglycerol biosynthesis II	Biosynthesis
PWY4LZ-257	superpathway of fermentation (Chlamydomonas reinhardtii)	Super-Pathways
PWY4LZ-257	superpathway of fermentation (Chlamydomonas reinhardtii)	Energy-Metabolism
PWY5F9-12	biphenyl degradation	Degradation
PWY5F9-3233	phthalate degradation (aerobic)	Degradation
PWY66-161	ethanol degradation III	Degradation
PWY66-162	ethanol degradation IV	Degradation
PWY66-201	nicotine degradation IV	Degradation
PWY66-21	ethanol degradation II	Degradation
PWY66-221	nicotine degradation V	Degradation
PWY66-241	bupropion degradation	Degradation
PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	Super-Pathways
PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	Biosynthesis
PWY66-301	catecholamine biosynthesis	Biosynthesis
PWY66-341	cholesterol biosynthesis I	Super-Pathways
PWY66-341	cholesterol biosynthesis I	Biosynthesis
PWY66-366	flavin salvage	Biosynthesis
PWY66-367	ketogenesis	Energy-Metabolism
PWY66-368	ketolysis	Energy-Metabolism
PWY66-373	sucrose degradation V (sucrose &alpha;-glucosidase)	Degradation
PWY66-374	C20 prostanoid biosynthesis	Biosynthesis
PWY66-375	leukotriene biosynthesis	Biosynthesis
PWY66-377	pregnenolone biosynthesis	Biosynthesis
PWY66-378	androgen biosynthesis	Biosynthesis
PWY66-380	estradiol biosynthesis I (via estrone)	Biosynthesis
PWY66-381	glucocorticoid biosynthesis	Biosynthesis
PWY66-382	mineralocorticoid biosynthesis	Biosynthesis
PWY66-385	dTMP de novo biosynthesis (mitochondrial)	Biosynthesis
PWY66-387	3-methyl-branched fatty acid &alpha;-oxidation	Degradation
PWY66-388	ceramide degradation by &alpha;-oxidation	Degradation
PWY66-389	phytol degradation	Degradation
PWY66-391	fatty acid &beta;-oxidation VI (mammalian peroxisome)	Degradation
PWY66-392	lipoxin biosynthesis	Biosynthesis
PWY66-393	15-epi-lipoxin biosynthesis	Biosynthesis
PWY66-394	aspirin triggered resolvin E biosynthesis	Biosynthesis
PWY66-395	aspirin triggered resolvin D biosynthesis	Biosynthesis
PWY66-397	resolvin D biosynthesis	Biosynthesis
PWY66-398	TCA cycle III (animals)	Energy-Metabolism
PWY66-399	gluconeogenesis III	Biosynthesis
PWY66-4	cholesterol biosynthesis III (via desmosterol)	Super-Pathways
PWY66-4	cholesterol biosynthesis III (via desmosterol)	Biosynthesis
PWY66-409	superpathway of purine nucleotide salvage	Super-Pathways
PWY66-409	superpathway of purine nucleotide salvage	Biosynthesis
PWY66-420	carnosine biosynthesis	Biosynthesis
PWY66-421	homocarnosine biosynthesis	Biosynthesis
PWY66-423	fructose 2,6-bisphosphate biosynthesis	Biosynthesis
PWY66-425	L-lysine degradation II (L-pipecolate pathway)	Degradation
PWY66-426	hydrogen sulfide biosynthesis II (mammalian)	Metabolic-Clusters
PWY66-426	hydrogen sulfide biosynthesis II (mammalian)	Degradation
PWY66-428	L-threonine degradation V	Degradation
PWY66-429	fatty acid biosynthesis initiation (mitochondria)	Biosynthesis
PWY66-430	tetradecanoate biosynthesis (mitochondria)	Biosynthesis
PWY66-5	superpathway of cholesterol biosynthesis	Super-Pathways
PWY66-5	superpathway of cholesterol biosynthesis	Biosynthesis
PWY6666-1	anandamide degradation	Degradation
PWY6666-2	dopamine degradation	Degradation
PWY8J2-1	bacillithiol biosynthesis	Biosynthesis
PWY8J2-20	pulcherrimin biosynthesis	Biosynthesis
PWY8J2-22	kanosamine biosynthesis II	Biosynthesis
PWY8J2-25	S-(2-succinyl)-L-cysteine degradation	Degradation
PWYDQC-4	indole-3-acetate biosynthesis I	Biosynthesis
PWYG-321	mycolate biosynthesis	Biosynthesis
PWYI-14	lipid IVA biosynthesis (H. pylori)	Biosynthesis
PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis	Biosynthesis
PWYQT-4429	CO2 fixation into oxaloacetate (anaplerotic)	Degradation
PWYQT-4450	aliphatic glucosinolate biosynthesis, side chain elongation cycle	Biosynthesis
PWYQT-4471	glucosinolate biosynthesis from dihomomethionine	Biosynthesis
PWYQT-4472	glucosinolate biosynthesis from trihomomethionine	Biosynthesis
PWYQT-4473	glucosinolate biosynthesis from tetrahomomethionine	Biosynthesis
PWYQT-4474	glucosinolate biosynthesis from pentahomomethionine	Biosynthesis
PWYQT-4475	glucosinolate biosynthesis from hexahomomethionine	Biosynthesis
PWYQT-4476	indole glucosinolate activation (herbivore attack)	Activation-Inactivation-Interconversion
PWYQT-4477	indole glucosinolate activation (intact plant cell)	Activation-Inactivation-Interconversion
PYRIDNUCSAL-PWY	NAD salvage pathway I (PNC VI cycle)	Biosynthesis
PYRIDNUCSYN-PWY	NAD de novo biosynthesis I	Biosynthesis
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	Biosynthesis
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA I	Degradation
PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA I	Energy-Metabolism
QUINATEDEG-PWY	quinate degradation I	Degradation
REDCITCYC	TCA cycle VI (Helicobacter)	Energy-Metabolism
RHAMCAT-PWY	L-rhamnose degradation I	Degradation
RIBITOLUTIL-PWY	ribitol degradation I	Degradation
RIBOKIN-PWY	ribose phosphorylation	Degradation
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	Biosynthesis
RUMP-PWY	formaldehyde oxidation I	Degradation
RUMP-PWY	formaldehyde oxidation I	Energy-Metabolism
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	Degradation
SALVPURINE2-PWY	xanthine and xanthosine salvage	Biosynthesis
SAM-PWY	S-adenosyl-L-methionine biosynthesis	Biosynthesis
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	Super-Pathways
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	Biosynthesis
SERDEG-PWY	L-serine degradation	Degradation
SERSYN-PWY	L-serine biosynthesis I	Biosynthesis
SHIKIMATEDEG-PWY	shikimate degradation I	Degradation
SO4ASSIM-PWY	assimilatory sulfate reduction I	Degradation
SO4ASSIM-PWY	assimilatory sulfate reduction I	Super-Pathways
SOPHOROSYLOXYDOCOSANOATE-DEG-PWY	sophorosyloxydocosanoate deacetylation	Degradation
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	sophorolipid biosynthesis	Biosynthesis
SORBDEG-PWY	D-sorbitol degradation II	Degradation
SPHINGOLIPID-SYN-PWY	sphingolipid biosynthesis (yeast)	Biosynthesis
SUCROSEUTIL2-PWY	sucrose degradation VII (sucrose 3-dehydrogenase)	Degradation
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Super-Pathways
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Biosynthesis
SUCUTIL-PWY	sucrose degradation I (sucrose phosphotransferase)	Degradation
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	Degradation
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	Super-Pathways
SULFMETII-PWY	assimilatory sulfate reduction II	Degradation
SULFUROX-PWY	sulfur oxidation I (aerobic)	Degradation
SULFUROX-PWY	sulfur oxidation I (aerobic)	Energy-Metabolism
TAURINEDEG-PWY	taurine degradation III	Degradation
TCA	TCA cycle I (prokaryotic)	Energy-Metabolism
TCA-1	TCA cycle VIII (Chlamydia)	Energy-Metabolism
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	Super-Pathways
TEICHOICACID-PWY	poly(glycerol phosphate) wall teichoic acid biosynthesis	Biosynthesis
THIOREDOX-PWY	thioredoxin pathway	Biosynthesis
THIOSULFOX-PWY	thiosulfate oxidation I (to tetrathionate)	Degradation
THIOSULFOX-PWY	thiosulfate oxidation I (to tetrathionate)	Energy-Metabolism
THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I	Super-Pathways
THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I	Biosynthesis
THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	Super-Pathways
THISYNARA-PWY	superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	Biosynthesis
THRDLCTCAT-PWY	L-threonine degradation III (to methylglyoxal)	Degradation
THREOCAT-PWY	superpathway of L-threonine metabolism	Degradation
THREOCAT-PWY	superpathway of L-threonine metabolism	Super-Pathways
THREONINE-DEG2-PWY	L-threonine degradation II	Degradation
THRESYN-PWY	superpathway of L-threonine biosynthesis	Super-Pathways
THRESYN-PWY	superpathway of L-threonine biosynthesis	Biosynthesis
TOLSULFDEG-PWY	4-toluenesulfonate degradation I	Degradation
TOLUENE-DEG-2-OH-PWY	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	Degradation
TOLUENE-DEG-3-OH-PWY	toluene degradation II (aerobic) (via 4-methylcatechol)	Degradation
TOLUENE-DEG-4-OH-PWY	toluene degradation to 4-methylphenol	Degradation
TOLUENE-DEG-CATECHOL-PWY	toluene degradation to benzoate	Degradation
TOLUENE-DEG-DIOL-PWY	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	Degradation
TREDEGLOW-PWY	trehalose degradation I (low osmolarity)	Degradation
TREHALOSESYN-PWY	trehalose biosynthesis III	Biosynthesis
TRESYN-PWY	trehalose biosynthesis I	Biosynthesis
TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	Biosynthesis
TRNA-CHARGING-PWY	tRNA charging	Metabolic-Clusters
TRNA-CHARGING-PWY	tRNA charging	Biosynthesis
TRPCAT-PWY	L-tryptophan degradation I (via anthranilate)	Degradation
TRPIAACAT-PWY	indole-3-acetate biosynthesis VI (bacteria)	Biosynthesis
TRPKYNCAT-PWY	L-tryptophan degradation IV (via indole-3-lactate)	Degradation
TRPSYN-PWY	L-tryptophan biosynthesis	Biosynthesis
TRYPANOSYN-PWY	trypanothione biosynthesis	Biosynthesis
TRYPDEG-PWY	L-tryptophan degradation II (via pyruvate)	Degradation
TRYPTOPHAN-DEGRADATION-1	L-tryptophan degradation III (eukaryotic)	Degradation
TRYPTOPHAN-DEGRADATION-1	L-tryptophan degradation III (eukaryotic)	Super-Pathways
TYRFUMCAT-PWY	L-tyrosine degradation I	Degradation
TYRSYN	L-tyrosine biosynthesis I	Biosynthesis
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	Super-Pathways
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	Biosynthesis
